CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,11.9605109692,11.9857540131,11.9900779724,992.817583084,1002.719666,0.006404,unit.000001,Mapper-0-2,N/A,12.2058908939,12.2220339775,12.2235660553,1045.44408298,1054.97119999,0.032228,1019.648929,0.00539,unit.000001,Mapper-0-2,N/A,12.2058908939,12.2220339775,12.2235660553,1045.44408298,1054.97119999,1019.648929,0.00539,unit.000002,Mapper-0-3,N/A,12.0761260986,12.0918529034,12.0933630466,1072.53161407,1123.19475698,0.033357,1044.061278,0.006346
unit.000001,Mapper-0-2,N/A,12.2058908939,12.2220339775,12.2235660553,1045.44408298,1054.97119999,0.00539,unit.000002,Mapper-0-3,N/A,12.0761260986,12.0918529034,12.0933630466,1072.53161407,1123.19475698,0.033357,1044.061278,0.006346,unit.000002,Mapper-0-3,N/A,12.0761260986,12.0918529034,12.0933630466,1072.53161407,1123.19475698,1044.061278,0.006346,unit.000003,Mapper-0-4,N/A,12.1074399948,12.1239230633,12.1254870892,983.681454897,993.950652122,0.022642,931.765274,0.005814
unit.000002,Mapper-0-3,N/A,12.0761260986,12.0918529034,12.0933630466,1072.53161407,1123.19475698,0.006346,unit.000003,Mapper-0-4,N/A,12.1074399948,12.1239230633,12.1254870892,983.681454897,993.950652122,0.022642,931.765274,0.005814,unit.000003,Mapper-0-4,N/A,12.1074399948,12.1239230633,12.1254870892,983.681454897,993.950652122,931.765274,0.005814,unit.000004,Mapper-0-5,N/A,12.0139129162,12.0295519829,12.0310308933,947.201237917,957.440907955,0.024788,919.339162,0.007432
unit.000003,Mapper-0-4,N/A,12.1074399948,12.1239230633,12.1254870892,983.681454897,993.950652122,0.005814,unit.000004,Mapper-0-5,N/A,12.0139129162,12.0295519829,12.0310308933,947.201237917,957.440907955,0.024788,919.339162,0.007432,unit.000004,Mapper-0-5,N/A,12.0139129162,12.0295519829,12.0310308933,947.201237917,957.440907955,919.339162,0.007432,unit.000005,Mapper-0-6,N/A,11.9827339649,11.9986319542,12.0016429424,1132.24389291,1142.29921889,0.02425,1091.141682,0.004831
unit.000004,Mapper-0-5,N/A,12.0139129162,12.0295519829,12.0310308933,947.201237917,957.440907955,0.007432,unit.000005,Mapper-0-6,N/A,11.9827339649,11.9986319542,12.0016429424,1132.24389291,1142.29921889,0.02425,1091.141682,0.004831,unit.000005,Mapper-0-6,N/A,11.9827339649,11.9986319542,12.0016429424,1132.24389291,1142.29921889,1091.141682,0.004831,unit.000006,Mapper-0-7,N/A,12.1892969608,12.2059109211,12.2074348927,956.554094076,966.373961926,0.033557,929.308114,0.0047
unit.000005,Mapper-0-6,N/A,11.9827339649,11.9986319542,12.0016429424,1132.24389291,1142.29921889,0.004831,unit.000006,Mapper-0-7,N/A,12.1892969608,12.2059109211,12.2074348927,956.554094076,966.373961926,0.033557,929.308114,0.0047,unit.000006,Mapper-0-7,N/A,12.1892969608,12.2059109211,12.2074348927,956.554094076,966.373961926,929.308114,0.0047,unit.000007,Mapper-0-8,N/A,12.1398150921,12.1570689678,12.1586260796,1247.69368005,1262.10286093,0.033923,1228.440023,0.005316
unit.000006,Mapper-0-7,N/A,12.1892969608,12.2059109211,12.2074348927,956.554094076,966.373961926,0.0047,unit.000007,Mapper-0-8,N/A,12.1398150921,12.1570689678,12.1586260796,1247.69368005,1262.10286093,0.033923,1228.440023,0.005316,unit.000007,Mapper-0-8,N/A,12.1398150921,12.1570689678,12.1586260796,1247.69368005,1262.10286093,1228.440023,0.005316,unit.000008,Mapper-0-9,N/A,11.9985630512,12.0140089989,12.0156400204,1063.67819309,1073.502141,0.034228,1037.982659,0.005355
unit.000007,Mapper-0-8,N/A,12.1398150921,12.1570689678,12.1586260796,1247.69368005,1262.10286093,0.005316,unit.000008,Mapper-0-9,N/A,11.9985630512,12.0140089989,12.0156400204,1063.67819309,1073.502141,0.034228,1037.982659,0.005355,unit.000008,Mapper-0-9,N/A,11.9985630512,12.0140089989,12.0156400204,1063.67819309,1073.502141,1037.982659,0.005355,unit.000009,Mapper-0-10,N/A,12.1569778919,12.1732330322,12.1747999191,965.4604671,975.149322033,0.034719,929.929772,0.005633
unit.000008,Mapper-0-9,N/A,11.9985630512,12.0140089989,12.0156400204,1063.67819309,1073.502141,0.005355,unit.000009,Mapper-0-10,N/A,12.1569778919,12.1732330322,12.1747999191,965.4604671,975.149322033,0.034719,929.929772,0.005633,unit.000009,Mapper-0-10,N/A,12.1569778919,12.1732330322,12.1747999191,965.4604671,975.149322033,929.929772,0.005633,unit.000010,Mapper-0-11,N/A,12.1238179207,12.1399168968,12.1413929462,932.958758116,947.563905954,0.032955,913.655124,0.00575
unit.000009,Mapper-0-10,N/A,12.1569778919,12.1732330322,12.1747999191,965.4604671,975.149322033,0.005633,unit.000010,Mapper-0-11,N/A,12.1238179207,12.1399168968,12.1413929462,932.958758116,947.563905954,0.032955,913.655124,0.00575,unit.000010,Mapper-0-11,N/A,12.1238179207,12.1399168968,12.1413929462,932.958758116,947.563905954,913.655124,0.00575,unit.000011,Mapper-0-12,N/A,12.1731309891,12.1894009113,12.1909749508,1025.04720807,1045.93697596,0.032543,1005.811474,0.004802
