CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,12.2323081493,12.3114011288,12.3131971359,1098.10377717,1127.729702,0.002366,unit.000001,Mapper-0-2,N/A,11.9270980358,12.0059070587,12.0080621243,1126.81373906,1146.55624008,0.315234,1090.117965,0.003562,unit.000001,Mapper-0-2,N/A,11.9270980358,12.0059070587,12.0080621243,1126.81373906,1146.55624008,1090.117965,0.003562,unit.000002,Mapper-0-3,N/A,11.8095421791,11.9305930138,11.9355490208,1145.75855899,1165.17638707,0.312085,1098.052683,0.003272
unit.000001,Mapper-0-2,N/A,11.9270980358,12.0059070587,12.0080621243,1126.81373906,1146.55624008,0.003562,unit.000002,Mapper-0-3,N/A,11.8095421791,11.9305930138,11.9355490208,1145.75855899,1165.17638707,0.312085,1098.052683,0.003272,unit.000002,Mapper-0-3,N/A,11.8095421791,11.9305930138,11.9355490208,1145.75855899,1165.17638707,1098.052683,0.003272,unit.000003,Mapper-0-4,N/A,12.1543791294,12.23250103,12.2342431545,1227.16090703,1248.26617908,0.339779,1112.088723,0.003622
unit.000002,Mapper-0-3,N/A,11.8095421791,11.9305930138,11.9355490208,1145.75855899,1165.17638707,0.003272,unit.000003,Mapper-0-4,N/A,12.1543791294,12.23250103,12.2342431545,1227.16090703,1248.26617908,0.339779,1112.088723,0.003622,unit.000003,Mapper-0-4,N/A,12.1543791294,12.23250103,12.2342431545,1227.16090703,1248.26617908,1112.088723,0.003622,unit.000004,Mapper-0-5,N/A,12.3113110065,12.3893251419,12.3910551071,1204.92668915,1227.44891405,0.325172,1106.761785,0.002217
unit.000003,Mapper-0-4,N/A,12.1543791294,12.23250103,12.2342431545,1227.16090703,1248.26617908,0.003622,unit.000004,Mapper-0-5,N/A,12.3113110065,12.3893251419,12.3910551071,1204.92668915,1227.44891405,0.325172,1106.761785,0.002217,unit.000004,Mapper-0-5,N/A,12.3113110065,12.3893251419,12.3910551071,1204.92668915,1227.44891405,1106.761785,0.002217,unit.000005,Mapper-0-6,N/A,12.0804171562,12.1545290947,12.1562640667,1164.8910141,1184.5647862,0.314775,1099.931011,0.003801
unit.000004,Mapper-0-5,N/A,12.3113110065,12.3893251419,12.3910551071,1204.92668915,1227.44891405,0.002217,unit.000005,Mapper-0-6,N/A,12.0804171562,12.1545290947,12.1562640667,1164.8910141,1184.5647862,0.314775,1099.931011,0.003801,unit.000005,Mapper-0-6,N/A,12.0804171562,12.1545290947,12.1562640667,1164.8910141,1184.5647862,1099.931011,0.003801,unit.000006,Mapper-0-7,N/A,12.389288187,12.4672031403,12.4690902233,1248.09247208,1271.44300604,0.341305,1114.27136,0.002626
unit.000005,Mapper-0-6,N/A,12.0804171562,12.1545290947,12.1562640667,1164.8910141,1184.5647862,0.003801,unit.000006,Mapper-0-7,N/A,12.389288187,12.4672031403,12.4690902233,1248.09247208,1271.44300604,0.341305,1114.27136,0.002626,unit.000006,Mapper-0-7,N/A,12.389288187,12.4672031403,12.4690902233,1248.09247208,1271.44300604,1114.27136,0.002626,unit.000007,Mapper-0-8,N/A,12.0057370663,12.0805540085,12.0823481083,1183.92394018,1205.36314201,0.218292,1105.43519,0.002629
unit.000006,Mapper-0-7,N/A,12.389288187,12.4672031403,12.4690902233,1248.09247208,1271.44300604,0.002626,unit.000007,Mapper-0-8,N/A,12.0057370663,12.0805540085,12.0823481083,1183.92394018,1205.36314201,0.218292,1105.43519,0.002629,unit.000007,Mapper-0-8,N/A,12.0057370663,12.0805540085,12.0823481083,1183.92394018,1205.36314201,1105.43519,0.002629,unit.000008,Reducer-0,N/A,1279.41975307,1279.44984508,1279.45201111,1286.23533106,1289.760602,0.011686,0.038374,0.003068
unit.000007,Mapper-0-8,N/A,12.0057370663,12.0805540085,12.0823481083,1183.92394018,1205.36314201,0.002629,unit.000008,Reducer-0,N/A,1279.41975307,1279.44984508,1279.45201111,1286.23533106,1289.760602,0.011686,0.038374,0.003068,unit.000008,Reducer-0,N/A,1279.41975307,1279.44984508,1279.45201111,1286.23533106,1289.760602,0.038374,0.003068,unit.000009,Mapper-1-1,N/A,1301.6328721,1301.76470709,1301.76639414,2524.76658106,2544.35283709,0.313804,1111.833266,0.002221
unit.000008,Reducer-0,N/A,1279.41975307,1279.44984508,1279.45201111,1286.23533106,1289.760602,0.003068,unit.000009,Mapper-1-1,N/A,1301.6328721,1301.76470709,1301.76639414,2524.76658106,2544.35283709,0.313804,1111.833266,0.002221,unit.000009,Mapper-1-1,N/A,1301.6328721,1301.76470709,1301.76639414,2524.76658106,2544.35283709,1111.833266,0.002221,unit.000010,Mapper-1-2,N/A,1299.74431205,1299.84061122,1299.84219313,2505.47331214,2524.8608551,0.30534,1104.872085,0.002749
unit.000009,Mapper-1-1,N/A,1301.6328721,1301.76470709,1301.76639414,2524.76658106,2544.35283709,0.002221,unit.000010,Mapper-1-2,N/A,1299.74431205,1299.84061122,1299.84219313,2505.47331214,2524.8608551,0.30534,1104.872085,0.002749,unit.000010,Mapper-1-2,N/A,1299.74431205,1299.84061122,1299.84219313,2505.47331214,2524.8608551,1104.872085,0.002749,unit.000011,Mapper-1-3,N/A,1302.86512303,1303.01523018,1303.0169661,2470.52971506,2488.45984817,0.390309,1102.921043,0.002185
