CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,14.6735668182,14.7509598732,1273.07515192,2413.59976482,2415.62155485,1080.466153,0.000391,unit.000001,Mapper-0-2,N/A,14.5976319313,14.6737859249,1268.07515192,2385.74614286,2386.98021197,0.329533,1074.788086,0.000367
unit.000001,Mapper-0-2,N/A,14.5976319313,14.6737859249,1268.07515192,2385.74614286,2386.98021197,1074.788086,0.000367,unit.000002,Mapper-0-3,N/A,14.1074869633,14.2236709595,24.0751519203,1136.07186294,1137.69310999,0.312825,1062.342644,0.000389
unit.000002,Mapper-0-3,N/A,14.1074869633,14.2236709595,24.0751519203,1136.07186294,1137.69310999,1062.342644,0.000389,unit.000003,Mapper-0-4,N/A,14.5224988461,14.597869873,1142.07515192,2258.55641294,2260.05349588,0.340141,1070.503202,0.000392
unit.000003,Mapper-0-4,N/A,14.5224988461,14.597869873,1142.07515192,2258.55641294,2260.05349588,1070.503202,0.000392,unit.000004,Mapper-0-5,N/A,14.3720979691,14.4477808475,24.0751519203,1267.81994891,1269.48143101,0.326977,1060.20986,0.000402
unit.000004,Mapper-0-5,N/A,14.3720979691,14.4477808475,24.0751519203,1267.81994891,1269.48143101,1060.20986,0.000402,unit.000005,Mapper-0-6,N/A,14.4475169182,14.5227649212,1118.07515192,2228.16214991,2230.27398181,0.305955,1064.548288,0.000371
unit.000005,Mapper-0-6,N/A,14.4475169182,14.5227649212,1118.07515192,2228.16214991,2230.27398181,1064.548288,0.000371,unit.000006,Mapper-0-7,N/A,14.296298027,14.3723230362,24.0751519203,1111.28310895,1112.96132493,0.320977,1051.324628,0.000387
unit.000006,Mapper-0-7,N/A,14.296298027,14.3723230362,24.0751519203,1111.28310895,1112.96132493,1051.324628,0.000387,unit.000007,Mapper-0-8,N/A,14.2200410366,14.2966229916,24.0751519203,1258.84008002,1260.52872086,0.210985,1064.469898,0.000384
unit.000007,Mapper-0-8,N/A,14.2200410366,14.2966229916,24.0751519203,1258.84008002,1260.52872086,1064.469898,0.000384,unit.000008,Reducer-0,N/A,2424.53687501,2424.57077098,2430.07515192,2438.5559988,2441.89522982,0.005242,0.033577,0.000169
unit.000008,Reducer-0,N/A,2424.53687501,2424.57077098,2430.07515192,2438.5559988,2441.89522982,0.033577,0.000169,unit.000009,Mapper-1-1,N/A,2450.08607697,2450.17418885,2456.07515192,3689.31794786,3691.19792581,0.324716,1060.993807,0.000378
unit.000009,Mapper-1-1,N/A,2450.08607697,2450.17418885,2456.07515192,3689.31794786,3691.19792581,1060.993807,0.000378,unit.000010,Mapper-1-2,N/A,2451.50866389,2451.58933282,2458.07515192,3552.31016803,3554.2097218,0.329398,1065.95697,0.000401
unit.000010,Mapper-1-2,N/A,2451.50866389,2451.58933282,2458.07515192,3552.31016803,3554.2097218,1065.95697,0.000401,unit.000011,Mapper-1-3,N/A,2453.18838,2453.27911282,3561.07515192,4672.24164486,4673.74283195,0.351817,1066.350317,0.000388
unit.000011,Mapper-1-3,N/A,2453.18838,2453.27911282,3561.07515192,4672.24164486,4673.74283195,1066.350317,0.000388,unit.000012,Mapper-1-4,N/A,2454.76507998,2454.84972501,3725.07515192,4888.95141482,4890.49462581,0.318402,1074.923115,0.000373
unit.000012,Mapper-1-4,N/A,2454.76507998,2454.84972501,3725.07515192,4888.95141482,4890.49462581,1074.923115,0.000373,unit.000013,Mapper-1-5,N/A,2447.40540886,2447.48975587,2452.07515192,3686.407372,3687.77455497,0.306395,1065.067142,0.000378
unit.000013,Mapper-1-5,N/A,2447.40540886,2447.48975587,2452.07515192,3686.407372,3687.77455497,1065.067142,0.000378,unit.000014,Mapper-1-6,N/A,2451.42713094,2451.50892591,2457.07515192,3719.24533081,3720.89880586,0.330777,1067.923048,0.000389
unit.000014,Mapper-1-6,N/A,2451.42713094,2451.50892591,2457.07515192,3719.24533081,3720.89880586,1067.923048,0.000389,unit.000015,Mapper-1-7,N/A,2454.67858195,2454.76529503,3695.07515192,4777.0902319,4778.92838383,0.30435,1051.127978,0.000383
unit.000015,Mapper-1-7,N/A,2454.67858195,2454.76529503,3695.07515192,4777.0902319,4778.92838383,1051.127978,0.000383,unit.000016,Mapper-1-8,N/A,2453.27879882,2453.36653185,3693.07515192,4835.91306996,4837.75275302,0.209888,1056.521039,0.000386
unit.000016,Mapper-1-8,N/A,2453.27879882,2453.36653185,3693.07515192,4835.91306996,4837.75275302,1056.521039,0.000386,unit.000017,Reducer-1,N/A,4899.91803885,4899.95368099,4905.07515192,4912.86839795,4917.40098286,0.005353,0.033121,0.00017
